,Activity,Main Area,Sub-Location,High-Level Process,Mid-Level Process,Low-Level Process,Pose - Legs,concept:name,org:resource,case:concept:name,time:timestamp
64815,Pull,Cardboard box area,_,Retrieval,Preparing order,Collecting empty cardboard boxes,,Cardboard box area,Subject_01,Case_01,2025-01-01 09:00:07.500
65113,Push,Path,Path (Cardboard box area),Retrieval,Picking _ Travel time,Transport a cart to the base,,Path,Subject_01,Case_01,2025-01-01 09:02:36.500
65395,Push,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Transport a cart to the base,,Cross aisle path,Subject_01,Case_01,2025-01-01 09:04:57.500
65861,Walking,Path,Path (Office),Retrieval,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-01 09:08:50.500
65898,Walking,Office,_,Retrieval,Special processes,Report and clarify the incident,,Office,Subject_01,Case_01,2025-01-01 09:09:09.000
66116,Walking,Path,Path (Office),Retrieval,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-01 09:10:58.000
66144,Walking,Cross aisle path,3-4,Retrieval,Special processes,Report and clarify the incident,,Cross aisle path,Subject_01,Case_01,2025-01-01 09:11:12.000
66310,Handling centred,Base,_,Retrieval,Special processes,Report and clarify the incident,,Base,Subject_01,Case_01,2025-01-01 09:12:35.000
66420,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 09:13:30.000
66469,Walking,Aisle path,1 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 09:13:54.500
67998,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 09:26:39.000
68043,Walking,Base,_,Retrieval,Picking _ Travel time,Move to a cart,,Base,Subject_01,Case_01,2025-01-01 09:27:01.500
68260,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 09:28:50.000
68313,Walking,Aisle path,1 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 09:29:16.500
69461,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 09:38:50.500
69523,Walking,Base,_,Retrieval,Picking _ Travel time,Move to a cart,,Base,Subject_01,Case_01,2025-01-01 09:39:21.500
69797,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 09:41:38.500
69871,Walking,Aisle path,2 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 09:42:15.500
70275,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 09:45:37.500
70356,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-01 09:46:18.000
70436,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 09:46:58.000
70557,Walking,Aisle path,2 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 09:47:58.500
71265,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 09:53:52.500
71355,Walking,Base,_,Retrieval,Picking _ Travel time,Move to a cart,,Base,Subject_01,Case_01,2025-01-01 09:54:37.500
71795,Handling centred,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 09:58:17.500
71886,Walking,Aisle path,2 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 09:59:03.000
72360,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 10:03:00.000
72435,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-01 10:03:37.500
72884,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 10:07:22.000
73103,Walking,Aisle path,2 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 10:09:11.500
73735,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 10:14:27.500
73784,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-01 10:14:52.000
73862,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 10:15:31.000
73959,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 10:16:19.500
74712,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 10:22:36.000
74980,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 10:24:50.000
75487,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 10:29:03.500
75559,Walking,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-01 10:29:39.500
75618,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 10:30:09.000
75663,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 10:30:31.500
76020,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 10:33:30.000
76093,Walking,Base,_,Retrieval,Picking _ Travel time,Move to a cart,,Base,Subject_01,Case_01,2025-01-01 10:34:06.500
76150,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 10:34:35.000
76231,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 10:35:15.500
76653,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 10:38:46.500
76792,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-01 10:39:56.000
76827,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 10:40:13.500
77002,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 10:41:41.000
77475,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 10:45:37.500
77824,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 10:48:32.000
78212,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 10:51:46.000
78423,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-01 10:53:31.500
78487,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 10:54:03.500
78654,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 10:55:27.000
79213,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 11:00:06.500
79591,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 11:03:15.500
80392,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 11:09:56.000
80592,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-01 11:11:36.000
80752,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 11:12:56.000
80984,Walking,Aisle path,5 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 11:14:52.000
82252,Walking,Cross aisle path,4-5,Retrieval,Special processes,Report and clarify the incident,,Cross aisle path,Subject_01,Case_01,2025-01-01 11:25:26.000
82353,Walking,Path,Path (Office),Retrieval,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-01 11:26:16.500
82398,Walking,Office,_,Retrieval,Special processes,Report and clarify the incident,,Office,Subject_01,Case_01,2025-01-01 11:26:39.000
83285,Walking,Path,Path (Office),Retrieval,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-01 11:34:02.500
83308,Walking,Cross aisle path,3-4,Retrieval,Special processes,Report and clarify the incident,,Cross aisle path,Subject_01,Case_01,2025-01-01 11:34:14.000
83385,Walking,Aisle path,5 front,Retrieval,Special processes,Report and clarify the incident,,Aisle path,Subject_01,Case_01,2025-01-01 11:34:52.500
83963,Walking,Cross aisle path,4-5,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 11:39:41.500
84180,Walking,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-01 11:41:30.000
84343,Tick off / confirm,Cross aisle path,1-2,Retrieval,Finalizing order,Transport to the packing/sorting area,,Cross aisle path,Subject_01,Case_01,2025-01-01 11:42:51.500
84756,Pull,Path,Path (Office),Retrieval,Finalizing order,Transport to the packing/sorting area,,Path,Subject_01,Case_01,2025-01-01 11:46:18.000
85075,Pull,Packing/sorting area,_,Retrieval,Packing,Transport to the packing/sorting area,,Packing/sorting area,Subject_01,Case_01,2025-01-01 11:48:57.500
91524,Push,Path,Path (Office),Retrieval,Finalizing order,Handing over packed cardboard boxes,,Path,Subject_01,Case_01,2025-01-01 12:42:42.000
91808,Push,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,,Issuing/receiving area,Subject_01,Case_01,2025-01-01 12:45:04.000
92351,Pull,Office,_,Retrieval,Preparing order,Collecting order and hardware,,Office,Subject_01,Case_01,2025-01-01 12:49:35.500
93135,Pull,Path,Path (Office),Storage,Preparing order,Collecting packed cardboard boxes,,Path,Subject_01,Case_01,2025-01-01 12:56:07.500
93592,Push,Issuing/receiving area,_,Storage,Preparing order,Collecting packed cardboard boxes,,Issuing/receiving area,Subject_01,Case_01,2025-01-01 12:59:56.000
97126,Pull,Path,Path (Issuing area),Storage,,,,Path,Subject_01,Case_01,2025-01-01 13:29:23.000
97416,Standing,Base,_,Storage,Unpacking,Transition,,Base,Subject_01,Case_01,2025-01-01 13:31:48.000
97512,Handling centred,Cross aisle path,2-3,Storage,Unpacking,Transport to the packing/sorting area,,Cross aisle path,Subject_01,Case_01,2025-01-01 13:32:36.000
97749,Push,Path,Path (Office),Storage,Unpacking,Transport to the packing/sorting area,,Path,Subject_01,Case_01,2025-01-01 13:34:34.500
97891,Push,Packing/sorting area,_,Storage,Unpacking,Transport to the packing/sorting area,,Packing/sorting area,Subject_01,Case_01,2025-01-01 13:35:45.500
113628,Push,Path,Path (Office),Storage,Storing _ Travel time,Transport a cart to the base,,Path,Subject_01,Case_01,2025-01-01 15:46:54.000
113773,Push,Cross aisle path,3-4,Storage,Storing _ Travel time,Transport a cart to the base,,Cross aisle path,Subject_01,Case_01,2025-01-01 15:48:06.500
113988,Handling centred,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-01 15:49:54.000
114083,Handling centred,Cross aisle path,2-3,Storage,,Remove cardboard box/item from the cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 15:50:41.500
114140,Handling downwards,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-01 15:51:10.000
114429,Handling downwards,Cross aisle path,2-3,Storage,,Remove cardboard box/item from the cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 15:53:34.500
114501,Handling centred,Base,_,Storage,Storing _ Travel time,Move to next position,,Base,Subject_01,Case_01,2025-01-01 15:54:10.500
114750,Handling centred,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 15:56:15.000
114839,Walking,Aisle path,2 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 15:56:59.500
115057,Walking,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 15:58:48.500
115156,Handling centred,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-01 15:59:38.000
115551,Handling centred,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 16:02:55.500
115708,Walking,Aisle path,5 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 16:04:14.000
116154,Walking,Cross aisle path,4-5,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 16:07:57.000
116280,Handling downwards,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-01 16:09:00.000
116511,Handling downwards,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 16:10:55.500
116643,Walking,Aisle path,5 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 16:12:01.500
117124,Walking,Cross aisle path,4-5,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 16:16:02.000
117256,Handling downwards,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-01 16:17:08.000
117536,Walking,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 16:19:28.000
117665,Walking,Aisle path,5 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 16:20:32.500
118082,Walking,Cross aisle path,4-5,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 16:24:01.000
118211,Handling downwards,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-01 16:25:05.500
118371,Standing,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 16:26:25.500
118513,Walking,Aisle path,5 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 16:27:36.500
118728,Walking,Cross aisle path,4-5,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 16:29:24.000
118926,Walking,Base,_,Storage,Storing _ Travel time,Move to a cart,,Base,Subject_01,Case_01,2025-01-01 16:31:03.000
119430,Walking,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 16:35:15.000
119551,Walking,Aisle path,4 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 16:36:15.500
120024,Walking,Cross aisle path,3-4,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 16:40:12.000
120134,Handling centred,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-01 16:41:07.000
120301,Handling centred,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 16:42:30.500
120387,Walking,Aisle path,4 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 16:43:13.500
120591,Walking,Cross aisle path,3-4,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 16:44:55.500
120791,Handling downwards,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-01 16:46:35.500
121080,Handling downwards,Cross aisle path,2-3,Storage,,Remove cardboard box/item from the cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 16:49:00.000
121157,Walking,Aisle path,2 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 16:49:38.500
122400,Walking,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 17:00:00.000
122670,Handling centred,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-01 17:02:15.000
122987,Handling downwards,Cross aisle path,2-3,Storage,,Remove cardboard box/item from the cart,,Cross aisle path,Subject_01,Case_01,2025-01-01 17:04:53.500
123114,Walking,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-01 17:05:57.000
123359,Walking,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-01 17:07:59.500
123424,Walking,Aisle path,3 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-01 17:08:32.000
